Category,Outbreak,Location,Lat,Long,Date,Cases,Fatalities,Impact Scale,Source Citation,Source
Measles,Measles,Spain,42.19597,-4.83398,1/2011-12/2011,3802,,Epd,"World Health Organization, ""WHO: Measles deaths decline, but elimination progress stalls in some regions,"" January 17, 2013.",http://www.who.int/mediacentre/news/notes/2013/measles_20130117/en/
Measles,Measles,Spain,37.85751,-2.8125,11/2011-10/2012,735,,Epd,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Measles,Measles,Spain (Alicante),38.48584,-0.57129,1/2012-2/2012,178,,Epd,"M. J. Mora, P. Alberola. ""178 cases of measles in Alicante."" informacion.es Alicante, February 16, 2012.",http://www.diarioinformacion.com/alicante/2012/02/16/sanidad-asegura-origen-epidemia-sarampion-personas-etnia-gitana/1223965.html
Measles,Measles,Spain (Mallorca),39.69526,3.01757,5/2013,12,,Clst,"Diario de Mallorca. ""Salud confirma un brote de 12 casos de sarampión en Palma."" July 19, 2013.",http://www.diariodemallorca.es/mallorca/2013/07/19/salud-confirma-brote-12-casos/861410.html
Mumps,Mumps,Spain (Girona),41.9818,2.8237,12/2011-6/2012,148,,Epd,"La Vanguardia. ""Brote de paperas en las comarcas de Girona."" June 20, 2012.",http://www.lavanguardia.com/local/girona/20120620/54314548761/paperas-brote-girona.html
Mumps,Mumps,Spain (Aviles),43.55571,-5.92764,1/2012-8/2012,131,,Epd,"Mancisidor, Myriam. ""Detectan un brote de paperas en el area sanitaria entre jovenes veinteaneros."" ln.es. August 8, 2012.",http://www.lne.es/aviles/2012/08/07/detectan-brote-paperas-area-sanitaria-jovenes-veinteaneros/1280950.html
Mumps,Mumps,Spain (Asturias),43.18665,-5.91408,12/2012,150,,Epd,"""150 affected in Mumps outbreak in Asturias region of Spain."" Tropical Medical Bureau. December 6, 2012.",http://www.tmb.ie/destinations/news.asp?id=188765
Mumps,Mumps,Spain (Galicia),42.49235,-8.37158,1/2013-2/2013,193,,Epd,"Paniagua, Ángel. ""Un brote dispara a 200 los casos de paperas en Vigo y se extenderá a toda Galicia."" La Voz de Vigo. Feburary 20, 2013.",http://www.lavozdegalicia.es/noticia/vigo/2013/02/19/brote-dispara-vigo-casos-paperas-llegara-galicia/0003_201302V19C4991.htm#enlace_firma
Rubella,Rubella,Spain (Aragon),41.04894,-0.13063,3/2012,17,,Clst,"El Periodico. ""Un brote de rubeola en una guardería adelanta la vacunación."" April 12, 2012.",http://www.elperiodicodearagon.com/noticias/aragon/un-brote-de-rubeola-en-una-guarderia-adelanta-vacunacion_748755.html
Rubella,Rubella,Spain,41.37681,-4.57031,11/2011-10/2012,58,,Clst,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Measles,Measles,Sudan,18.92283,32.13828,5/2012,37,,Clst,"Measles Outbreak Hits National Service Camp of Students in Northern Sudan. Sudan Tribune. May 25, 2012.","http://www.sudantribune.com/Measles-outbreak-hits-national,42706"
Measles,Measles,Sudan (Darfur),12.0558,24.89041,7/2013,unknown,4,Clst,"Radio Dabanga. ""Measles kills four children in El Salam camp, South Darfur."" July 22, 2013.",http://www.radiodabanga.org/node/53711
Measles,Measles,Swaziland,-26.522503,31.465866,10/2010,281,,Epd,"Mamba , Sibonginkosi . ""Measles outbreak: over 280 cases reported."" SwaziObserver, October 20, 2010.",http://www.observer.org.sz/index.php?news=17162
Measles,Measles,Sweden,60.12816,18.6435,11/2011-10/2012,32,,Clst,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Measles,Measles,Sweden,59.26869,18.01208,1/2013-2/2013,10,,Clst,"The Local, ""Imported measles spreads in rare outbreak,"" February 27, 2013.",http://www.thelocal.se/46436/20130227/#.UUHe0CKU5Qh
Rubella,Rubella,Sweden,60.41385,15.0293,11/2011-10/2012,51,,Clst,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Measles,Measles,Switzerland,46.818188,8.227512,1/2011-5/2011,515,,Epd,"Wallace, Ellen. ""Measles outbreak shifts from western to eastern Switzerland."" Geneva Lunch, May 30, 2011.",http://genevalunch.com/blog/2011/05/30/measles-outbreak-shifts-from-western-to-eastern-switzerland/
Measles,Measles,Switzerland,46.818188,8.9927512,1/2011-5/2011,337,,Epd,"French measles outbreak hits Switzerland. World Radio Switzerland, May 5, 2011.",http://worldradio.ch/wrs/news/wrsnews/number-of-measles-cases-quadruples-in-switzerland.shtml?24480
Measles,Measles,Switzerland (Geneva),46.598392,6.542296,1/2011-3/2011,41,,Epd,"Delaporte, E. ""Ongoing measles outbreak, Geneva, Switzerland, January to March 2011."" Eurosurveillance 16, no. 10 (2011).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19815
Measles,Measles,Switzerland (Geneva),46.198392,6.342296,1/2011-4/2011,80,,Epd,"Wallace, Ellen. ""Measles outbreak shifts from western to eastern Switzerland."" Geneva Lunch, May 30, 2011.",http://genevalunch.com/blog/2011/05/30/measles-outbreak-shifts-from-western-to-eastern-switzerland/
Measles,Measles,Switzerland (Vaud),46.991313,7.536765,5/2011,58,,Epd,"World Radio Switzerland, ""French measles outbreak hits Switzerland,"" May 5, 2011.",http://worldradio.ch/wrs/news/wrsnews/number-of-measles-cases-quadruples-in-switzerland.shtml?24480
Measles,Measles                                    ,Switzerland (Vaud)                    ,46.561313,6.536765,2/2009,22,,Clst,"Wallace, Ellen . ""Vaud measles outbreak “unprecedented”."" Geneva Lunch, March 14, 2008.",http://genevalunch.com/blog/2009/02/05/vaud-measles-outbreak-unprecedented/
Measles,Measles,Syria (Idlib),35.82688,36.69572,3/2013,7000,,Epd,"Medecins Sans Frontieres. ""Syria: Measles epidemic signals growing humanitarian needs."" June 18, 2013.",http://www.msf.org/article243/syria-measles-epidemic-signals-growing-humanitarian-needs
Measles,Measles,Syria,34.80207,38.99681,2012,13,,Clst,"Al Arabiya News. ""Measles death falls to record low, but rebounds in Syria."" February 7, 2014.",http://english.alarabiya.net/en/News/world/2014/02/07/Measles-deaths-fall-to-record-low-but-rebound-in-Syria.html
Measles,Measles,Syria,34.80207,38.99681,2013,700,,Epd,"Al Arabiya News. ""Measles death falls to record low, but rebounds in Syria."" February 7, 2014.",http://english.alarabiya.net/en/News/world/2014/02/07/Measles-deaths-fall-to-record-low-but-rebound-in-Syria.html
Polio,Polio,Syria,35.33333,40.15,10/2013-11/2013,17,,Epd,"Global Polio Eradication Initiative. ""Polio this week - as of 08 January 2014."" January 8, 2014.",http://www.polioeradication.org/Dataandmonitoring/Poliothisweek.aspx
Measles,Measles,Taiwan,23.69781,120.960515,1/2010,12,,Clst,"United Daily News. ""More measles cases reported in Taipei."" Taiwan Today, June 23, 2010.",http://taiwantoday.tw/ct.asp?xItem=107874&ctNode=413
Rubella,Rubella,Taiwan,23.009781,120.960515,1/2011,1,,Isl,"Center for Disease Control R.O.C.""Two German measles cases confirmed; Taiwan CDC urges timely vaccination for children."" January 1, 2011.",http://www.cdc.gov.tw/ct.asp?xItem=32043&ctNode=960&mp=5
Measles,Measles,Taiwan (Taipei),25.091075,121.559834,2/2011-3/2011,3,,2nd,"First Division . ""Three measles cases confirmed in Wenshan District, Taipei; Public urged to stay alert and work with government to ward off measles."" Center for Disease Control, March 16, 2011.",http://www.cdc.gov.tw/ct.asp?xItem=33355&ctNode=960&mp=5
Measles,Measles,Taiwan,24.55712,121.55273,2/2013,1,,Isl,"Focus Taiwan. ""Taiwan reports first case of imported measles this year."" February 9, 2013.",http://focustaiwan.tw/ShowNews/WebNews_Detail.aspx?Type=aALL&ID=201302090009
Measles,Measles,Taiwan,23.69781,120.96052,7/2013-8/2013,2,,Isl,"Hsiao, Alison. ""CDC confirms second case of locally acquired measles."" Taipei Times. August 7, 2013. ",http://www.taipeitimes.com/News/taiwan/archives/2013/08/07/2003569130
Polio,Polio,Tajikistan,38.861034,71.276093,4/2010,430,19,Epd,"World Health Organization. ""Polio in Tajikistan – Update."" July 23, 2010.",http://www.who.int/csr/don/2010_07_23/en/index.html
Measles,Measles,Tanzania,-6.36903,34.88882,09/2011,70,,Epd,"Yusuf, Issa . ""Drive to contain measles outbreak in Zanzibar ."" Daily News, September 9, 2011.",http://www.dailynews.co.tz/home/?n=23536&cat=home
Measles,Measles,Tanzania                                       ,-6.369028,33.5646,4/2011-6/2011,650,20,Epd,"Nkwame, Marc. ""Measles outbreak claim 20 children ."" Daily News, June 29, 2011.",http://www.dailynews.co.tz/home/?n=21265&cat=home
Measles,Measles,Tanzania,-7.85794,34.64539,1/2010-12/2010,1086,,Epd,"William j. Moss, Diane E. Griffin. ʺMeasles.ʺ The Lancet. January 14, 2012",http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(10)62352-5/fulltext
Measles,Measles,Togo,8.619543,0.824782,1/2010-4/2010,295,,Epd,"Unicef, ""Measles outbreaks threaten progress in child mortality in west and central Africa,"" April 22, 2010.",http://www.unicef.org/media/media_53399.html
Measles,Measles,Turkey (Istanbul),41.00527,28.97696,1/2011-2/2011,80,,Epd,"World Health Organization , ""Measles outbreaks in Europe,"" April 21, 2011.",http://www.who.int/csr/don/2011_04_21/en/
Measles,Measles,Turkey,39.92077,32.85411,1/2013-9/2013,6983,,Epd,"Herriman, Robert. ""CDC issues travel notice for Turkey, measles cases have increased ten-fold."" The Examiner. December 15, 2013.",http://www.examiner.com/article/cdc-issues-travel-notice-for-turkey-measles-cases-have-increased-ten-fold
Whooping Cough,Whooping Cough,U.K. (England and Wales),52.13066,-3.78371,1/2012-6/2012,2466,5,Epd,"Meikle, James. ""Five infant deaths signal serious UK whooping cough outbreak."" the Guardian. July 27, 2012.",http://www.guardian.co.uk/uk/2012/jul/27/infant-deaths-whooping-cough-epidemic
Whooping Cough,Whooping Cough,U.K.,54.80068,-2.0874,11/2012,1080,,Epd,"Hacking, Jamie. ""Whooping cough outbreak continues in UK."" The Westside Story. December 23, 2012.",http://www.thewestsidestory.net/2012/12/23/whooping-cough-outbreak-continues-in-uk/
Other,Diptheria,U.K. (England),52.019029,-0.770427,8/2010,3,,2nd,"Taylor J, Saveedra-Campos M, Harwood D, Pritchard G, Raphaely N, Kapadia S, Efstratiou A, White J, Balasegaram S. ""Toxigenic Corynebacterium ulcerans infection in a veterinary student in London, United Kingdom, May 2010."" Euro Surveill. 2010;15(31):pii=19634.",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19634
Rubella,Rubella,U.K. (Hampshire),51.08952,-1.21684,1/2012-7/2012,14,,Clst,"Parents Urged to Get Children Vaccinated After Outbreak of Rubella. This is Hampshire News. September 11, 2012.",http://www.thisishampshire.net/news/9921932.Parents_urged_to_get_children_vaccinted_following_outbreak_of_rubella/
Rubella,Rubella,U.K.,53.09402,-1.58203,11/2011-10/2012,65,,Clst,"European Centre for Disease Prevention and Control, ""Measles and rubella monitoring, December 2012,"" December 21, 2012.",http://www.ecdc.europa.eu/en/publications/Publications/measles-rubella-monthly-surveillance-dec-2012.pdf
Mumps,Mumps                                             ,U.K. (Gloucestershire),51.746774,-2.225786,11/2008,10,,Clst,"Gloucestershire, ""Students on red alert after mumps outbreak,"" November 7, 2008.",http://www.thisisgloucestershire.co.uk/news/Students-Gloucestershire-red-alert-mumps-outbreak/article-456770-detail/article.html
Mumps,Mumps,U.K. (Anglesey),53.26928,-4.321285,1/2009,23,,Clst,"Hart, Judy . ""Mumps outbreak on the island of Anglesey, North Wales, December 2008-January 2009."" Eurosurveillance 14, no. 5 (2009).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19109
Mumps,Mumps,U.K. (Plymouth),50.370381,-4.142653,2/2009,46,,Epd,"This is Plymouth, ""Warning over mumps outbreak in Plymouth,"" February 10, 2009.",http://www.thisisplymouth.co.uk/news/Warning-mumps-outbreak-Plymouth/article-685841-detail/article.html
Mumps,Mumps  ,U.K. (Portsmouth),50.798914,-1.091163,2/2009,66,,Epd,"The News, ""Dozens of students fall ill in mumps outbreak,"" February 19, 2009.",http://www.portsmouth.co.uk/newshome/Dozens-of-students-fall-ill.4999512.jp
Mumps,Mumps,U.K. (North Wales),52.469978,-3.830377,2/2009,26,,Clst,"Brindley, Madeleine. ""Experts investigate second mumps outbreak in Wales."" Wales Online, February 10, 2009.",http://www.walesonline.co.uk/news/wales-news/2009/02/10/experts-investigate-second-mumps-outbreak-in-wales-91466-22896340/
Mumps,Mumps,U.K. (Scotland),56.490671,-4.202646,4/2009,9,,Clst,"Scotsman, ""Mumps hits 9 across region ,"" April 18, 2009.",http://edinburghnews.scotsman.com/health/Mumps-hits-9-across-region.5183344.jp
Mumps,Mumps                                           ,U.K. (Cumbria),54.577232,-2.797483,6/2009,12,,Clst,"Times & Star, ""Mumps outbreak in Cumbria,"" June 29, 2009.",http://www.timesandstar.co.uk/home/mumps_outbreak_in_cumbria?referrerPath=2.874/home
Mumps,Mumps,U.K. (Sussex),50.942297,-0.037438,7/2010,112,,Epd,"Ryan, Siobhan . ""Brighton mumps outbreak will 'get worse'."" The Argus, July 23, 2010.",http://www.theargus.co.uk/news/8288698.Brighton_mumps_outbreak_will__get_worse_/
Mumps,Mumps,U.K. (Lincolnshire),53.217882,-0.19997,7/2009,43,,Epd,"Grimsby, ""Mumps outbreak: Get vaccinated now plea,"" July 4, 2011.",http://www.thisisgrimsby.co.uk/news/Mumps-outbreak-vaccinated-plea/article-1136766-detail/article.html
Mumps,Mumps,U.K. (Bedfordshire),52.063422,-0.449777,10/2009,61,,Epd,"Luton Today, ""Huge increase in mumps cases in Beds,"" October 13, 2009.",http://www.lutontoday.co.uk/news/local/huge_increase_in_mumps_cases_in_beds_1_1035840
Mumps,Mumps,"U.K. (Oban, Scotland)",56.41041,-5.469723,11/2010-1/2011,119,,Epd,"Walker, Jean . ""Ongoing outbreak of mumps infection in Oban, Scotland, November 2010 to January 2011."" Eurosurveillance 16, no. 8 (2011).",http://www.eurosurveillance.org/ViewArticle.aspx?ArticleId=19803
Mumps,Mumps,U.K. (Lancashire),53.969009,-2.627691,2/2011,47,,Epd,"BBC News, ""University mumps vaccine outbreak advice,"" May 5, 2011.",http://www.bbc.co.uk/news/uk-england-lancashire-13295418
Mumps,Mumps,U.K. (Mancester),53.480713,-2.234377,2/2011,35,,Clst,"BBC News, ""University mumps vaccine outbreak advice,"" May 5, 2011.",http://www.bbc.co.uk/news/uk-england-lancashire-13295418
Mumps,Mumps,U.K. (Kent),51.260145,0.55528,4/2011,10,,Clst,"BBC News, ""Increase in reported measles cases in Kent,"" May 5, 2011.",http://www.bbc.co.uk/news/uk-england-13293530
Mumps,Mumps,U.K. (London),51.500152,-0.126236,8/2011,4,,2nd,"BBC News, ""Cases of mumps soaring across UK."" May 13, 2005.",http://news.bbc.co.uk/2/hi/health/4539887.stm
Mumps,Mumps,"U.K. (Glasgow, Scotland)",55.86424,-4.25181,2/2012,30,,Clst,"Wilson, Caroline. ""Alert as more students are hit by mumps 30 university students now have mumps."" Evening Times, February 16, 2012.",http://www.eveningtimes.co.uk/news/alert-as-more-students-are-hit-by-mumps-30-university-students-now-have-mumps-1.1148192
Mumps,Mumps,U.K. (Isle of Man),54.23611,-4.54806,1/2012-12/2012,196,,Epd,"""Isle of Man hit by mumps outbreak."" IOM Today. December 17, 2012.",http://www.iomtoday.co.im/news/health/isle-of-man-hit-by-mumps-outbreak-1-5222912
Mumps,Mumps,U.K. (Oxford),51.75202,-1.25773,5/2013,3,,Isl,"Borchers, Rowan. ""Mumps outbreak affects finalists."" Cherwell.org. May 17, 2013.",http://www.cherwell.org/news/uk/2013/05/17/mumps-outbreak-affects-finalists
Measles,Measles ,U.K.,55.378051,-3.435973,1/2008-10/2008,1049,,Epd,"Clout, Laura . ""RISE IN MEASLES BLAMED ON FEARS OVER MMR JABS ."" Express.co.uk, November 29, 2008.",http://www.express.co.uk/posts/view/73500/Rise-in-measles-blamed-on-fears-over-MMR-jabs
